"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"US-2017-125647","2020-09-23","2020-09-28","Standard Class","Illinois","Chicago","60653","LC-16870"
"CA-2017-121706","2020-02-26","2020-03-02","Standard Class","California","Santa Barbara","93101","BM-11140"
"CA-2014-111360","2017-11-24","2017-11-30","Standard Class","Ohio","Akron","44312","AT-10435"
"CA-2017-149146","2020-10-12","2020-10-12","Same Day","North Carolina","Monroe","28110","SM-20320"
"CA-2014-149643","2017-11-16","2017-11-20","Standard Class","Kansas","Manhattan","66502","RH-19510"
"CA-2017-157931","2020-09-17","2020-09-22","Second Class","Georgia","Roswell","30076","MO-17800"
"CA-2017-122770","2020-12-13","2020-12-18","Standard Class","California","San Francisco","94122","EP-13915"
"CA-2014-154963","2017-06-22","2017-06-27","Standard Class","Pennsylvania","Chester","19013","AA-10645"
"CA-2014-133354","2017-02-22","2017-02-24","First Class","California","Moreno Valley","92553","SA-20830"
"CA-2015-165799","2018-06-29","2018-07-02","First Class","New York","New York City","10024","SG-20470"
"CA-2014-120887","2017-09-27","2017-10-03","Standard Class","New Jersey","Hackensack","7601","TS-21205"
"CA-2017-147144","2020-03-26","2020-03-28","First Class","Washington","Seattle","98105","MZ-17335"
"CA-2016-101168","2019-12-25","2020-01-01","Standard Class","New Hampshire","Nashua","3060","SS-20140"
"CA-2015-157028","2018-11-28","2018-12-03","Standard Class","New Mexico","Las Cruces","88001","MA-17995"
"CA-2014-138100","2017-09-15","2017-09-20","Standard Class","New York","New York City","10011","AA-10315"
"CA-2016-149503","2019-12-09","2019-12-12","First Class","California","Stockton","95207","SP-20650"
"US-2017-163195","2020-02-17","2020-02-21","Second Class","Louisiana","Lafayette","70506","LL-16840"
"CA-2014-104563","2017-03-07","2017-03-12","Standard Class","Washington","Seattle","98103","CM-12715"
"CA-2016-119445","2019-06-26","2019-07-03","Standard Class","Rhode Island","Providence","2908","GM-14500"
"US-2016-158680","2019-07-01","2019-07-02","First Class","Washington","Seattle","98115","NZ-18565"
"CA-2014-148614","2017-01-20","2017-01-25","Standard Class","California","Los Angeles","90049","MV-17485"
"CA-2015-153794","2018-09-11","2018-09-16","Standard Class","California","San Diego","92024","SB-20290"
"US-2015-110569","2018-05-23","2018-05-30","Standard Class","Arizona","Phoenix","85023","EB-13870"
"US-2016-159856","2019-10-18","2019-10-22","Standard Class","Arizona","Tempe","85281","EP-13915"
"CA-2016-157266","2019-05-26","2019-06-01","Standard Class","District of Columbia","Washington","20016","TB-21280"
"CA-2017-136238","2020-12-26","2021-01-01","Standard Class","Texas","Odessa","79762","KB-16240"
"CA-2016-142958","2019-12-13","2019-12-20","Standard Class","California","Torrance","90503","RW-19630"
"CA-2015-132080","2018-08-22","2018-08-25","First Class","New York","New York City","10035","DP-13105"
"CA-2014-169684","2017-10-20","2017-10-23","First Class","Tennessee","Knoxville","37918","FH-14365"
"CA-2014-152268","2017-09-02","2017-09-07","Standard Class","Arkansas","Fayetteville","72701","SC-20095"
"CA-2016-146150","2019-02-14","2019-02-19","Standard Class","Mississippi","Jackson","39212","FM-14380"
"US-2017-100048","2020-05-19","2020-05-24","Standard Class","New York","Mount Vernon","10550","RS-19765"
"CA-2014-115049","2017-09-26","2017-10-01","Standard Class","Illinois","Chicago","60623","MM-17920"
"CA-2015-130876","2018-05-12","2018-05-16","Second Class","New York","New York City","10024","AZ-10750"
"CA-2016-149279","2019-04-24","2019-04-28","Standard Class","Colorado","Colorado Springs","80906","CL-12700"
"CA-2015-120845","2018-09-25","2018-10-02","Standard Class","Tennessee","Murfreesboro","37130","ML-17395"
"CA-2015-123568","2018-11-08","2018-11-14","Standard Class","Utah","West Jordan","84084","SC-20095"
"CA-2015-107678","2018-04-21","2018-04-28","Standard Class","Kentucky","Louisville","40214","JK-16090"
"CA-2014-141796","2017-06-21","2017-06-21","Same Day","New York","Long Beach","11561","JG-15160"
"CA-2017-102414","2020-05-15","2020-05-18","Second Class","Arizona","Phoenix","85023","JA-15970"
"CA-2016-151974","2019-09-22","2019-09-29","Standard Class","Pennsylvania","Philadelphia","19134","RD-19660"
"CA-2015-129476","2018-10-15","2018-10-20","Standard Class","Illinois","Orland Park","60462","PA-19060"
"US-2016-131674","2019-11-29","2019-12-01","Second Class","Texas","Dallas","75217","NC-18535"
"CA-2016-122392","2019-07-22","2019-07-27","Standard Class","Pennsylvania","Allentown","18103","CJ-12010"
"CA-2017-124828","2020-07-03","2020-07-04","First Class","North Carolina","Burlington","27217","YS-21880"
"CA-2015-140984","2018-09-14","2018-09-18","Standard Class","New York","New York City","10011","CC-12685"
"CA-2017-152499","2020-01-22","2020-01-25","Second Class","Illinois","Chicago","60623","EH-13765"
"CA-2017-144862","2020-12-01","2020-12-05","Standard Class","Pennsylvania","Philadelphia","19143","EH-14005"
"US-2016-155971","2019-06-06","2019-06-12","Standard Class","California","Los Angeles","90036","RB-19795"
"CA-2017-103968","2020-12-01","2020-12-07","Standard Class","California","Stockton","95207","ML-17755"
"CA-2014-164469","2017-06-25","2017-06-27","Second Class","Oregon","Salem","97301","GK-14620"
"CA-2017-124401","2020-09-07","2020-09-12","Standard Class","Oregon","Portland","97206","RD-19900"
"CA-2014-113271","2017-07-09","2017-07-14","Standard Class","California","San Francisco","94122","DS-13030"
"CA-2015-134859","2018-10-04","2018-10-09","Standard Class","Pennsylvania","Philadelphia","19134","JK-16120"
"CA-2017-115651","2020-07-09","2020-07-12","First Class","Illinois","Chicago","60610","NS-18640"
"CA-2016-147256","2019-10-17","2019-10-21","Second Class","Missouri","Columbia","65203","FC-14245"
"CA-2015-144043","2018-05-10","2018-05-15","Standard Class","Colorado","Louisville","80027","AB-10165"
"CA-2017-121804","2020-03-03","2020-03-08","Standard Class","Kentucky","Murray","42071","LP-17095"
"CA-2014-167724","2017-04-13","2017-04-18","Standard Class","Maryland","Baltimore","21215","BF-11170"
"CA-2014-114433","2017-05-13","2017-05-17","Standard Class","California","Oakland","94601","NP-18325"
"CA-2017-144596","2020-11-06","2020-11-10","Standard Class","New York","New York City","10011","CD-11980"
"CA-2017-142090","2020-11-30","2020-12-07","Standard Class","North Carolina","Burlington","27217","SC-20380"
"CA-2014-110849","2017-04-18","2017-04-23","Standard Class","California","Los Angeles","90049","JL-15835"
"CA-2017-116127","2020-06-25","2020-06-27","Second Class","New York","New York City","10024","SB-20185"
"CA-2017-112487","2020-12-26","2020-12-30","Standard Class","Ohio","Columbus","43229","TC-21535"
"CA-2017-137470","2020-09-17","2020-09-17","Same Day","Washington","Seattle","98115","TP-21415"
"CA-2015-137225","2018-12-15","2018-12-19","Standard Class","New York","New York City","10009","JK-15640"
"CA-2015-160227","2018-11-02","2018-11-04","First Class","New York","New York City","10011","ED-13885"
"CA-2017-144498","2020-05-06","2020-05-06","Same Day","North Carolina","Charlotte","28205","MB-18085"
"CA-2017-117261","2020-09-04","2020-09-10","Standard Class","California","Los Angeles","90032","TH-21235"
"CA-2017-158673","2020-12-29","2021-01-04","Standard Class","Michigan","Grand Rapids","49505","KB-16600"
"CA-2014-141838","2017-03-26","2017-03-31","Second Class","California","San Francisco","94122","DK-12835"
"CA-2015-143077","2018-09-17","2018-09-21","Standard Class","Texas","Houston","77041","SF-20965"
"US-2017-125717","2020-09-28","2020-10-01","First Class","Colorado","Aurora","80013","DS-13030"
"CA-2017-121412","2020-09-23","2020-09-27","Standard Class","Colorado","Louisville","80027","BG-11695"
"US-2015-119312","2018-10-02","2018-10-07","Second Class","California","Los Angeles","90045","CS-12400"
"CA-2014-109890","2017-07-21","2017-07-27","Standard Class","Nebraska","Omaha","68104","PG-18820"
"CA-2014-113929","2017-06-16","2017-06-21","Standard Class","New York","Hempstead","11550","CK-12205"
"US-2014-152723","2017-09-26","2017-09-26","Same Day","Texas","Mesquite","75150","HG-14965"
"CA-2017-156622","2020-11-23","2020-11-26","First Class","Texas","Dallas","75220","JP-15460"
"CA-2016-143154","2019-12-02","2019-12-08","Standard Class","Colorado","Longmont","80501","AS-10225"
"CA-2017-155607","2020-11-26","2020-11-30","Standard Class","New York","New York City","10009","FG-14260"
"CA-2016-106558","2019-01-17","2019-01-21","Standard Class","Georgia","Columbus","31907","DL-13495"
"CA-2016-114944","2019-01-30","2019-02-04","Standard Class","Illinois","Chicago","60623","HE-14800"
"CA-2017-144820","2020-10-03","2020-10-07","Second Class","Texas","Pasadena","77506","LW-16825"
"CA-2014-133592","2017-12-31","2018-01-07","Standard Class","Rhode Island","Providence","2908","KM-16375"
"CA-2017-118864","2020-06-15","2020-06-19","Second Class","California","Los Angeles","90032","KH-16690"
"CA-2017-141481","2020-06-11","2020-06-14","First Class","California","Los Angeles","90036","ZD-21925"
"CA-2014-112718","2017-12-16","2017-12-21","Standard Class","Florida","Jacksonville","32216","KN-16450"
"CA-2016-118689","2019-10-02","2019-10-09","Standard Class","Indiana","Lafayette","47905","TC-20980"
"CA-2017-137323","2020-11-14","2020-11-18","Second Class","New York","Watertown","13601","PW-19030"
"CA-2017-142636","2020-11-03","2020-11-07","Standard Class","Washington","Seattle","98105","KC-16675"
"CA-2014-156314","2017-12-24","2017-12-26","First Class","Ohio","Cleveland","44105","RP-19390"
"US-2015-148817","2018-12-01","2018-12-07","Standard Class","Virginia","Chesapeake","23320","KD-16495"
"CA-2017-102736","2020-09-05","2020-09-09","Standard Class","Tennessee","Knoxville","37918","LP-17095"
"CA-2014-102008","2017-09-30","2017-10-04","Standard Class","New York","New York City","10011","RA-19915"
"US-2015-122140","2018-04-02","2018-04-07","Standard Class","Texas","Dallas","75220","MO-17950"
"US-2015-156797","2018-08-11","2018-08-15","Standard Class","New York","New York City","10035","PO-19180"
"US-2017-101539","2020-03-16","2020-03-18","Second Class","Washington","Seattle","98105","VM-21685"
"CA-2015-120341","2018-09-26","2018-09-29","Second Class","Pennsylvania","Philadelphia","19143","SF-20200"
"CA-2015-106320","2018-09-25","2018-09-30","Standard Class","Utah","Orem","84057","EB-13870"
"CA-2017-100748","2020-05-13","2020-05-20","Standard Class","California","San Francisco","94110","RB-19795"
"CA-2016-145303","2019-08-28","2019-08-31","First Class","Texas","Dallas","75081","TP-21415"
"CA-2015-111864","2018-06-19","2018-06-19","Same Day","Pennsylvania","Philadelphia","19134","PP-18955"
"CA-2017-121419","2020-04-02","2020-04-04","First Class","Georgia","Columbus","31907","TC-21475"
"US-2016-163538","2019-08-26","2019-08-30","Standard Class","Wisconsin","Franklin","53132","SS-20515"
"CA-2016-157364","2019-11-19","2019-11-21","First Class","North Carolina","Jacksonville","28540","LT-17110"
"CA-2014-162278","2017-10-26","2017-10-30","Second Class","Washington","Seattle","98105","AH-10585"
"US-2017-105389","2020-10-23","2020-10-28","Second Class","Texas","San Antonio","78207","DM-13015"
"US-2015-106873","2018-09-24","2018-09-29","Second Class","Arizona","Avondale","85323","KM-16720"
"CA-2016-106621","2019-09-29","2019-10-01","Second Class","Arizona","Yuma","85364","DM-12955"
"CA-2014-100916","2017-10-21","2017-10-26","Standard Class","Virginia","Newport News","23602","FH-14275"
"CA-2017-166898","2020-09-11","2020-09-13","Second Class","California","Santa Ana","92704","KH-16630"
"CA-2017-116715","2020-12-02","2020-12-05","First Class","California","San Francisco","94122","VW-21775"
"CA-2014-105648","2017-03-03","2017-03-07","Standard Class","California","San Diego","92037","EJ-14155"
"CA-2015-102876","2018-09-07","2018-09-14","Standard Class","Pennsylvania","Philadelphia","19134","LR-17035"
"US-2017-147655","2020-09-04","2020-09-05","First Class","Oregon","Redmond","97756","AS-10045"
"CA-2017-125472","2020-05-30","2020-05-31","First Class","Louisiana","Lafayette","70506","BD-11725"
"US-2016-131891","2019-07-29","2019-07-31","First Class","Florida","Pensacola","32503","PW-19240"
"CA-2017-117212","2020-02-26","2020-02-28","Second Class","California","Los Angeles","90036","BT-11530"
"CA-2017-162015","2020-07-11","2020-07-18","Standard Class","California","Los Angeles","90049","KB-16240"
"CA-2017-152583","2020-10-30","2020-10-30","Same Day","Texas","Dallas","75217","RA-19945"
"CA-2014-158281","2017-09-02","2017-09-07","Standard Class","Texas","Houston","77095","AG-10525"
"US-2017-115595","2020-10-09","2020-10-11","First Class","California","Los Angeles","90032","XP-21865"
"CA-2014-140886","2017-09-30","2017-10-04","Standard Class","Tennessee","Clarksville","37042","KW-16570"
"CA-2014-158771","2017-05-09","2017-05-09","Same Day","Kentucky","Henderson","42420","SB-20290"
"CA-2016-142615","2019-11-20","2019-11-24","Standard Class","California","Montebello","90640","BM-11575"
"CA-2016-111696","2019-05-08","2019-05-10","First Class","California","Los Angeles","90004","TB-21625"
"US-2017-163300","2020-09-15","2020-09-21","Standard Class","California","Los Angeles","90049","ES-14020"
"CA-2015-131128","2018-10-19","2018-10-20","First Class","New Hampshire","Concord","3301","TB-21520"
"CA-2016-149223","2019-09-06","2019-09-11","Standard Class","Minnesota","Saint Paul","55106","ER-13855"
"CA-2015-114811","2018-11-08","2018-11-08","Same Day","New York","New York City","10024","KD-16495"
"CA-2017-114524","2020-03-31","2020-04-05","Second Class","Illinois","Chicago","60623","EG-13900"
"US-2017-162670","2020-12-23","2020-12-28","Second Class","Arkansas","Little Rock","72209","MF-18250"
"US-2017-162558","2020-10-02","2020-10-05","First Class","Tennessee","Knoxville","37918","Dp-13240"
"CA-2017-130771","2020-07-29","2020-08-03","Standard Class","Texas","Austin","78745","LA-16780"
"CA-2017-156664","2020-12-18","2020-12-23","Standard Class","Ohio","Columbus","43229","BP-11290"
"US-2017-161193","2020-11-20","2020-11-26","Standard Class","Ohio","Newark","43055","BT-11680"
"CA-2017-122056","2020-06-13","2020-06-17","Standard Class","Virginia","Springfield","22153","PG-18895"
"CA-2016-159639","2019-11-27","2019-12-02","Standard Class","New Jersey","Westfield","7090","PC-18745"
"CA-2016-126158","2019-07-25","2019-07-31","Standard Class","California","Costa Mesa","92627","SC-20095"
"CA-2015-106257","2018-04-13","2018-04-17","Second Class","California","Los Angeles","90045","EB-14110"
"US-2016-100405","2019-08-26","2019-08-28","Second Class","California","Los Angeles","90045","TS-21430"
"CA-2015-139962","2018-12-13","2018-12-20","Standard Class","Massachusetts","Revere","2151","Dp-13240"
"CA-2016-150343","2019-08-16","2019-08-20","Standard Class","California","San Francisco","94110","PK-19075"
"US-2017-104451","2020-05-08","2020-05-12","Second Class","California","San Francisco","94110","MM-18055"
"CA-2015-147851","2018-12-03","2018-12-08","Standard Class","New York","New York City","10009","MP-17470"
"CA-2016-121356","2019-11-20","2019-11-24","Standard Class","Delaware","Newark","19711","SJ-20500"
"CA-2016-120082","2019-03-25","2019-03-27","Second Class","New York","New York City","10024","DK-12835"
"US-2015-157014","2018-10-03","2018-10-06","Second Class","Ohio","Columbus","43229","BM-11785"
"CA-2017-156720","2020-12-30","2021-01-03","Standard Class","Colorado","Loveland","80538","JM-15580"
"CA-2016-112060","2019-12-04","2019-12-09","Standard Class","California","San Francisco","94109","KT-16465"
"CA-2014-111150","2017-12-31","2018-01-04","Standard Class","Missouri","Columbia","65203","RW-19630"
"US-2015-157154","2018-01-10","2018-01-15","Standard Class","New York","New York City","10011","MM-17920"
"CA-2017-108035","2020-11-29","2020-12-03","Standard Class","Tennessee","Chattanooga","37421","TT-21070"
"CA-2016-132997","2019-11-07","2019-11-09","First Class","New York","Rochester","14609","LW-17215"
"US-2014-124625","2017-11-03","2017-11-07","Standard Class","Nebraska","Omaha","68104","SP-20650"
"CA-2014-107811","2017-04-29","2017-05-03","Standard Class","Tennessee","Memphis","38109","LA-16780"
"CA-2014-146843","2017-11-30","2017-12-06","Standard Class","Arizona","Avondale","85323","PB-19150"
"US-2017-117534","2020-03-25","2020-03-26","First Class","California","Fresno","93727","CV-12295"
"CA-2015-155054","2018-06-13","2018-06-19","Standard Class","Maine","Lewiston","4240","PS-19045"
"CA-2016-153346","2019-01-25","2019-01-27","First Class","New Jersey","Plainfield","7060","TB-21355"
"CA-2014-167486","2017-11-27","2017-12-01","Standard Class","New York","Buffalo","14215","JO-15145"
"CA-2015-148250","2018-12-13","2018-12-17","Standard Class","California","Riverside","92503","RP-19270"
"US-2015-118983","2018-11-22","2018-11-26","Standard Class","Texas","Fort Worth","76106","HP-14815"
"CA-2017-141138","2020-11-10","2020-11-16","Standard Class","California","Modesto","95351","GH-14425"
"CA-2017-110821","2020-08-07","2020-08-08","First Class","Texas","Dallas","75081","CK-12205"
"CA-2017-126865","2020-12-05","2020-12-07","Second Class","California","San Diego","92024","NP-18325"
"CA-2016-153101","2019-09-08","2019-09-08","Same Day","California","Santa Ana","92704","PJ-19015"
"CA-2017-126774","2020-04-15","2020-04-17","First Class","Virginia","Arlington","22204","SH-20395"
"CA-2014-113257","2017-12-16","2017-12-18","Second Class","Texas","Beaumont","77705","SC-20305"
"CA-2016-100944","2019-09-24","2019-09-28","Standard Class","California","Los Angeles","90049","EH-13765"
"CA-2015-130855","2018-12-29","2019-01-05","Standard Class","New York","New York City","10035","RF-19840"
"CA-2014-157609","2017-03-16","2017-03-21","Second Class","North Carolina","Raleigh","27604","KN-16705"
"CA-2016-151561","2019-09-01","2019-09-07","Standard Class","New York","New York City","10011","PG-18820"
"CA-2017-141572","2020-05-28","2020-05-31","Second Class","New Hampshire","Concord","3301","LO-17170"
"CA-2015-154326","2018-02-15","2018-02-19","Standard Class","Wisconsin","Kenosha","53142","RP-19855"
"CA-2016-123050","2019-04-04","2019-04-08","Second Class","New York","Troy","12180","BC-11125"
"CA-2017-117023","2020-08-07","2020-08-12","Standard Class","New York","Long Beach","11561","JW-15955"
"CA-2017-144694","2020-09-24","2020-09-26","Second Class","Florida","Miami","33180","BD-11605"
"US-2016-164588","2019-04-16","2019-04-23","Standard Class","Georgia","Columbus","31907","AP-10915"
"US-2014-151925","2017-09-26","2017-10-01","Second Class","California","Los Angeles","90049","KT-16465"
"CA-2017-158407","2020-06-04","2020-06-10","Standard Class","North Carolina","Monroe","28110","LW-16990"
"CA-2014-141152","2017-09-16","2017-09-19","First Class","New York","New York City","10024","RF-19345"
"CA-2017-145037","2020-09-02","2020-09-07","Second Class","Connecticut","Meriden","6450","TB-21055"
"CA-2017-161459","2020-11-25","2020-11-29","Second Class","California","Laguna Niguel","92677","EB-13750"
"CA-2017-117422","2020-10-21","2020-10-25","Standard Class","Ohio","Lakewood","44107","FC-14245"
"CA-2017-102099","2020-12-18","2020-12-19","First Class","California","Los Angeles","90008","EP-13915"
"CA-2015-148635","2018-07-25","2018-07-27","Second Class","Washington","Seattle","98115","MH-18025"
"CA-2014-156601","2017-09-19","2017-09-24","Standard Class","California","Long Beach","90805","FA-14230"
"CA-2014-116932","2017-07-21","2017-07-25","Standard Class","California","San Francisco","94122","ME-18010"
"CA-2016-138233","2019-11-09","2019-11-14","Standard Class","California","Oakland","94601","PF-19165"
"CA-2017-161592","2020-04-06","2020-04-10","Standard Class","Tennessee","Chattanooga","37421","CS-12175"
"US-2017-116505","2020-11-17","2020-11-21","Second Class","Maryland","Hagerstown","21740","TB-21625"
"CA-2015-164539","2018-11-16","2018-11-22","Standard Class","New York","New York City","10011","PO-19180"
"US-2016-111528","2019-12-30","2019-12-30","Same Day","California","Los Angeles","90032","JP-16135"
"CA-2016-124506","2019-11-11","2019-11-17","Standard Class","Illinois","Chicago","60623","BB-11545"
"CA-2014-120474","2017-12-01","2017-12-03","First Class","Wisconsin","Madison","53711","RP-19390"
"CA-2016-113082","2019-09-12","2019-09-16","Standard Class","New York","Utica","13501","MC-17590"
"CA-2015-169656","2018-08-13","2018-08-16","First Class","Pennsylvania","Philadelphia","19143","EJ-13720"
"US-2016-104815","2019-09-03","2019-09-07","Standard Class","Illinois","Chicago","60610","RB-19570"
"CA-2017-152093","2020-09-10","2020-09-15","Standard Class","Illinois","Chicago","60653","SN-20560"
"CA-2015-123092","2018-12-03","2018-12-07","Standard Class","North Carolina","Jacksonville","28540","JG-15115"
"US-2015-103996","2018-03-29","2018-03-31","Second Class","California","San Diego","92105","RB-19435"
"CA-2015-101126","2018-02-10","2018-02-14","Second Class","Pennsylvania","Philadelphia","19143","NB-18655"
"CA-2016-138583","2019-05-24","2019-05-28","Standard Class","Pennsylvania","Philadelphia","19120","DP-13390"
"US-2016-168620","2019-12-24","2019-12-28","Second Class","North Carolina","Charlotte","28205","RB-19795"
"CA-2017-127306","2020-01-14","2020-01-18","Standard Class","Tennessee","Johnson City","37604","BH-11710"
"CA-2017-105809","2020-02-20","2020-02-23","First Class","California","San Diego","92105","HW-14935"
"CA-2016-140977","2019-06-16","2019-06-19","Second Class","Tennessee","Chattanooga","37421","JL-15175"
"CA-2015-166947","2018-06-05","2018-06-10","Standard Class","New York","Buffalo","14215","EB-13750"
"CA-2015-142692","2018-10-23","2018-10-28","Standard Class","Washington","Seattle","98105","AG-10495"
"CA-2017-115154","2020-01-08","2020-01-11","First Class","Washington","Seattle","98115","RS-19420"
"CA-2017-101322","2020-12-28","2020-12-31","First Class","California","Long Beach","90805","JG-15310"
"US-2017-162068","2020-12-28","2020-12-31","Second Class","Colorado","Loveland","80538","PC-18745"
"CA-2015-143616","2018-09-27","2018-09-29","Second Class","Washington","Seattle","98103","SS-20140"
"CA-2017-130141","2020-10-22","2020-10-24","Second Class","Colorado","Fort Collins","80525","HA-14905"
"CA-2016-157336","2019-12-01","2019-12-05","Second Class","Connecticut","Fairfield","6824","SJ-20500"
"CA-2016-168557","2019-09-19","2019-09-23","Standard Class","California","San Francisco","94122","FH-14275"
"CA-2014-105172","2017-04-04","2017-04-09","Standard Class","California","San Francisco","94109","PK-18910"
"US-2014-141215","2017-06-15","2017-06-21","Standard Class","Texas","San Antonio","78207","KL-16555"
"CA-2017-121559","2020-06-01","2020-06-03","Second Class","Indiana","Indianapolis","46203","HW-14935"
"US-2016-150140","2019-04-06","2019-04-10","Standard Class","Vermont","Burlington","05408","VM-21685"
"CA-2014-124646","2017-06-22","2017-06-24","First Class","Minnesota","Minneapolis","55407","DV-13465"
"CA-2016-162082","2019-03-14","2019-03-17","First Class","Texas","Harlingen","78550","JS-15880"
"CA-2014-148383","2017-12-27","2017-12-31","Standard Class","Arizona","Phoenix","85023","RP-19390"
"CA-2017-124261","2020-11-14","2020-11-19","Standard Class","California","Los Angeles","90049","JE-15715"
"CA-2017-139444","2020-09-09","2020-09-15","Standard Class","Texas","Plano","75023","GK-14620"
"US-2017-106551","2020-07-22","2020-07-27","Standard Class","Illinois","Chicago","60653","EB-13930"
"CA-2016-106530","2019-05-08","2019-05-08","Same Day","Ohio","Cleveland","44105","CL-12565"
"US-2016-151827","2019-03-31","2019-04-02","Second Class","Pennsylvania","Philadelphia","19134","CS-11950"
"CA-2016-158869","2019-08-06","2019-08-07","First Class","New York","New York City","10024","AH-10690"
"CA-2016-139395","2019-12-12","2019-12-18","Standard Class","Michigan","Jackson","49201","MG-17650"
"CA-2016-130400","2019-03-08","2019-03-12","Standard Class","Texas","Dallas","75217","SJ-20125"
"US-2016-122182","2019-03-10","2019-03-14","Standard Class","Pennsylvania","Philadelphia","19143","BD-11770"
"US-2017-133200","2020-05-06","2020-05-11","Standard Class","Texas","Fort Worth","76106","DB-13555"
"CA-2017-167017","2020-11-23","2020-11-25","First Class","Michigan","Roseville","48066","DC-12850"
"CA-2014-103492","2017-10-10","2017-10-15","Standard Class","Texas","Huntsville","77340","CM-12715"
"CA-2017-136364","2020-07-13","2020-07-17","Second Class","Pennsylvania","Philadelphia","19140","MH-17455"
"CA-2015-103177","2018-05-30","2018-06-01","First Class","New York","New York City","10009","EN-13780"
"CA-2016-142370","2019-09-19","2019-09-23","Standard Class","Georgia","Columbus","31907","TP-21130"
"CA-2017-118122","2020-11-17","2020-11-24","Standard Class","Washington","Seattle","98103","GG-14650"
"CA-2017-159366","2020-01-07","2020-01-10","First Class","Michigan","Detroit","48205","BW-11110"
"CA-2014-140816","2017-12-20","2017-12-20","Same Day","Colorado","Thornton","80229","TC-21295"
"CA-2017-168837","2020-10-14","2020-10-17","First Class","California","Oakland","94601","JW-15955"
"CA-2014-134103","2017-01-30","2017-02-04","Standard Class","Michigan","Detroit","48234","MV-18190"
"CA-2017-133865","2020-05-08","2020-05-12","Standard Class","California","Los Angeles","90032","PS-19045"
"CA-2016-142335","2019-12-15","2019-12-19","Standard Class","Michigan","Detroit","48205","MP-17965"
"CA-2016-117919","2019-08-27","2019-08-29","Second Class","Texas","Houston","77041","TB-21355"
"CA-2016-140774","2019-09-05","2019-09-10","Standard Class","Kansas","Olathe","66062","BE-11455"
"CA-2015-112767","2018-08-02","2018-08-06","Standard Class","Oregon","Springfield","97477","DK-12985"
"CA-2017-158883","2020-06-02","2020-06-03","Same Day","North Carolina","Jacksonville","28540","CS-11860"
"CA-2017-145093","2020-07-21","2020-07-26","Standard Class","Illinois","Chicago","60623","PT-19090"
"CA-2017-139199","2020-12-09","2020-12-13","Standard Class","Michigan","Detroit","48234","DK-12835"
"CA-2016-164350","2019-09-10","2019-09-12","Second Class","Tennessee","Bristol","37620","CG-12040"
"CA-2016-166373","2019-10-21","2019-10-25","Standard Class","Texas","San Antonio","78207","JF-15565"
"CA-2015-155453","2018-08-09","2018-08-14","Standard Class","Florida","Jacksonville","32216","RA-19885"
"CA-2017-165029","2020-11-26","2020-11-30","Standard Class","Georgia","Atlanta","30318","AH-10075"
"CA-2016-123806","2019-11-24","2019-11-27","Second Class","Maryland","Baltimore","21215","LA-16780"
"US-2017-166324","2020-04-20","2020-04-21","First Class","Ohio","Cleveland","44105","BE-11455"
"CA-2014-102085","2017-10-04","2017-10-09","Standard Class","Washington","Seattle","98115","JD-16015"
"CA-2017-154718","2020-01-19","2020-01-23","Second Class","Texas","Keller","76248","DL-12865"
"CA-2014-122931","2017-09-29","2017-10-03","Standard Class","Pennsylvania","Philadelphia","19134","SM-20950"
"CA-2014-129091","2017-11-22","2017-11-27","Standard Class","Georgia","Columbus","31907","RA-19885"
"CA-2016-139381","2019-04-18","2019-04-22","Standard Class","Virginia","Chesapeake","23320","RF-19840"
"CA-2014-128622","2017-11-15","2017-11-17","Second Class","California","San Francisco","94110","SC-20260"
"CA-2017-158106","2020-06-04","2020-06-10","Standard Class","Minnesota","Apple Valley","55124","CT-11995"
"CA-2017-166856","2020-09-18","2020-09-22","Standard Class","New Mexico","Clovis","88101","TS-21505"
"US-2017-120908","2020-09-30","2020-10-02","First Class","Pennsylvania","Philadelphia","19120","BF-10975"
"CA-2017-136875","2020-12-03","2020-12-03","Same Day","California","San Diego","92024","TC-21295"
"CA-2015-143700","2018-07-26","2018-07-26","Same Day","Pennsylvania","Philadelphia","19140","AS-10240"
"CA-2017-169859","2020-12-14","2020-12-18","Standard Class","California","San Diego","92024","MP-18175"
"US-2017-152380","2020-11-19","2020-11-23","Standard Class","Illinois","Chicago","60623","JH-15910"
"US-2017-162208","2020-08-27","2020-08-30","First Class","Florida","Tampa","33614","SP-20620"
"CA-2014-151554","2017-11-14","2017-11-15","First Class","Texas","Pasadena","77506","CM-11815"
"CA-2017-161200","2020-08-06","2020-08-10","Second Class","Louisiana","Lafayette","70506","SV-20365"
"CA-2017-164378","2020-07-15","2020-07-18","Second Class","New York","New York City","10024","MM-18055"
"US-2015-163433","2018-04-18","2018-04-22","Second Class","Texas","Mcallen","78501","MP-17965"
"US-2014-133949","2017-12-31","2017-12-31","Same Day","Nevada","Reno","89502","JL-15175"
"CA-2017-122945","2020-11-16","2020-11-22","Standard Class","California","Roseville","95661","MB-18085"
"CA-2016-100510","2019-05-12","2019-05-17","Standard Class","New York","New York City","10024","HM-14860"
"CA-2015-157434","2018-04-29","2018-05-04","Second Class","Pennsylvania","Philadelphia","19120","JK-15640"
"US-2017-107384","2020-12-04","2020-12-08","Standard Class","Minnesota","Rochester","55901","TP-21130"
